iteration,w_E,w_A,w_En,w_L,U_A,U_B,U_C,ranking_preserved
853,0.43431260759926243,0.22206853269596677,0.198852743473254,0.14476611623151675,0.8883411390481573,0.5948922939716477,0.2403041225639342,True
854,0.40562277804525776,0.2696494654555425,0.1592516971833417,0.16547605931585813,0.8862424332880934,0.5896115541104631,0.23433480516350974,True
855,0.4364141068900718,0.2233227613942678,0.2028173917641225,0.13744573995153778,0.8883960047012993,0.5960078704726949,0.2413937084419839,True
856,0.36778435878297727,0.2698236069395296,0.17810177858920198,0.18429025568829127,0.8859371836700812,0.5903486439376373,0.23780327905090398,True
857,0.4220874121549705,0.2545420181240988,0.184935651397726,0.13843491832320473,0.8871953755850643,0.5945624094734328,0.239490887604577,True
858,0.4672028065178424,0.21992548888067578,0.16248182429972013,0.1503898803017617,0.8883823786778169,0.5899689711512341,0.2324349801979664,True
859,0.40448705560097553,0.25210456611066984,0.17430545044839366,0.16910292783996084,0.8868498840706005,0.5906853046808973,0.23634295556982257,True
860,0.40879601850010605,0.24690110140686836,0.18421113800902225,0.1600917420840034,0.8871724470403015,0.5924938929404111,0.23833245690304122,True
861,0.42888833811427707,0.2175628896605296,0.19955472542336908,0.15399404680182427,0.8883785186139913,0.5941012121423276,0.23994727303675556,True
862,0.3639203075849114,0.2756679285874854,0.21039245161989242,0.150019312207711,0.8861795241465067,0.5972334243194192,0.24577090468381046,True
863,0.3443033512232636,0.21885657471828074,0.25731359604931964,0.17952647800913601,0.8878869017389805,0.5990257048704241,0.2514393957385198,True
864,0.431444863062518,0.2664161683455707,0.14837283079657815,0.15376613779533316,0.8865522019766761,0.5891758974480328,0.23216833117281316,True
865,0.40474316307070274,0.28788950376973077,0.1656785394851858,0.14168879367438078,0.8858807108933604,0.5928184156266181,0.23736964735197372,True
866,0.4125052989539123,0.2617230761615895,0.19638658384311117,0.1293850410413872,0.8870382030343408,0.5968793638146933,0.24254126619496585,True
867,0.3666155024946789,0.2942345677187177,0.19353087739414232,0.1456190523924611,0.8855460354220627,0.5960306951698762,0.24346561989435347,True
868,0.4085867984462354,0.24107623838802467,0.20432051854626718,0.14601644461947272,0.8875820382691711,0.59593958340216,0.2425457583709216,True
869,0.3996747580541578,0.2570727628125803,0.20728840580159077,0.13596407333167113,0.8871086178912381,0.5975381428872133,0.2443741891997963,True
870,0.3749535034469796,0.2595919161553349,0.21788997463314339,0.14756460576454214,0.8868283704667579,0.5979308907128527,0.24644302035988477,True
871,0.39784242446874624,0.2532330280014065,0.19718342098635014,0.1517411265434972,0.8870360596137811,0.5949156723570989,0.2416322874214344,True
872,0.3798060289195149,0.26851802026307287,0.22254365311884827,0.12913229769856388,0.8867496826939425,0.6002425674355886,0.24841653855251059,True
873,0.4322023015291113,0.24686480392249935,0.16110463985247753,0.15982825469591183,0.8872039482985508,0.5897162435558924,0.2335098858030147,True
874,0.4050870268607077,0.25702243619056037,0.178315247153172,0.15957528979556,0.8867956440966986,0.5920823124918553,0.2377163105735324,True
875,0.4014851509640243,0.2671938338037651,0.16636681852169405,0.1649541967105164,0.88633693564029,0.5904532086321608,0.23568837030805792,True
876,0.41031392753643914,0.24219384771300184,0.18843020685298603,0.15906201789757307,0.8873647214072498,0.5929688335235948,0.23895995839388945,True
877,0.4062728495963415,0.2157289682686687,0.22417457101921956,0.15382361111577025,0.8884239593285004,0.5970498719607671,0.24498575297803443,True
878,0.40720394376625585,0.25308192259161916,0.19889823368287027,0.14081589995925464,0.8872008810773313,0.5960197270911736,0.2422601601438949,True
879,0.4157970827152503,0.21632656454101556,0.20263397669461086,0.16524237604912323,0.8882571102341397,0.5935155135280847,0.24023010388562935,True
880,0.40261648159821817,0.2863114293964009,0.16847091723983978,0.14260117176554113,0.8859250818538174,0.5930408946034357,0.2378358080679256,True
881,0.4256029042347136,0.25818520763016417,0.17905692353898872,0.1371549645961336,0.8870801224790665,0.5940494631784702,0.23851224551993588,True
882,0.4598382673130723,0.25162284832406356,0.1659985955990903,0.12254028876377375,0.8875637897932671,0.5935037177322228,0.2357664129007426,True
883,0.3972164622836946,0.21723656011007142,0.21720866062287775,0.16833831698335622,0.8881598068464465,0.595048912825591,0.24325007379475358,True
884,0.38488765111383993,0.2798373113307847,0.1860656920460211,0.1492093455093542,0.8860579472808982,0.5944610210881176,0.24095765330048424,True
885,0.4275725939717409,0.23534605999383001,0.21357117833053335,0.12351016770389572,0.8881244795792728,0.5987673297953982,0.24471123898860206,True
886,0.37348947488450684,0.24754961770331121,0.1987712719911877,0.1801896354209942,0.8868348257560876,0.5926178305017011,0.2409002212961495,True
887,0.33636228867387113,0.2835535276042256,0.22777478239136972,0.15230940133053372,0.8858213599574032,0.599352393896059,0.24981312569168904,True
888,0.3833600995024147,0.2575073208860129,0.18746303585139076,0.17166954376018156,0.8865883801549843,0.5922060697990194,0.23934777265211918,True
889,0.3796115722851652,0.27786215010977877,0.19925795349540631,0.14326832410964982,0.8862068123998132,0.5964975630614866,0.24374758257185944,True
890,0.41406505388491927,0.23901803183305273,0.22180446559417533,0.12511244868785273,0.8879496470231265,0.59972672919441,0.24660891557944137,True
891,0.41922878663390506,0.24781638445247703,0.20167526646535586,0.1312795624482622,0.8875416665512937,0.5970066428646801,0.24277012767563316,True
892,0.43902006899912777,0.22308956989103937,0.2136877939123419,0.124202567197491,0.8885877530617619,0.5984096531137258,0.24398848590967812,True
893,0.39156158337300084,0.25943687795509224,0.1970764462739027,0.15192509239800428,0.8867937473079465,0.595046871777919,0.24197447584769316,True
894,0.44196659011576517,0.22104129086236846,0.21512012289799345,0.12187199612387284,0.8886996049793615,0.5987225653016649,0.24422524247702285,True
895,0.4108022097783889,0.2591914117076678,0.17836519025196917,0.15164118826197412,0.8868286448144675,0.5927978412985,0.23805817747699623,True
896,0.42917729214409456,0.2577069772482213,0.17596512039178894,0.13715061021589525,0.8871021740675695,0.5936630926681602,0.23783799205625428,True
897,0.42843734419240986,0.22087683969168465,0.21610894879979337,0.13457686731611215,0.8885176952182148,0.5977911996752362,0.24409801405155684,True
898,0.4484872012530851,0.20846098350417405,0.16338009608736895,0.17967171915537192,0.8883930404558018,0.5873704888823322,0.231193535603115,True
899,0.4063670017931048,0.2551645760631051,0.20897729644572274,0.12949112569806728,0.887275782464113,0.5982270624879531,0.24477852500082278,True
900,0.4011130959643671,0.23350523567506107,0.21935721113717935,0.14602445722339233,0.8878574112559279,0.5975655951391755,0.24523624287753693,True
901,0.4810738349115815,0.20525821506336783,0.1756119930998749,0.1380559569251758,0.8891159192853153,0.5921988451679657,0.2346195940073923,True
902,0.3797256503939289,0.24022334091636585,0.22932907205307398,0.15072193663663128,0.8875173077790377,0.5985587289254224,0.24759947741599111,True
903,0.38837973815265026,0.26828564850849745,0.19326403266392747,0.15007058067492476,0.886483463287782,0.5949652000240532,0.24175197132237433,True
904,0.39509091697518767,0.2254522991579745,0.19379420984970108,0.18566257401713682,0.8876137224076022,0.5909966237482261,0.23840575343512155,True
905,0.4139246308964181,0.2247296361268487,0.1934720024739833,0.16787373050274976,0.8879040416715274,0.592404869061599,0.2387491037367042,True
906,0.3974684842260537,0.23838306307255214,0.21487456731521365,0.14927388538618058,0.8876261486129035,0.5968802065575718,0.24450722084629953,True
907,0.4278714378509171,0.22158415182225827,0.1705175417623253,0.18002686856449926,0.8878726164324907,0.5885426419345979,0.23345658492138072,True
908,0.42077573375692967,0.24444891137160646,0.2095914783513961,0.12518387652006768,0.8877525968085358,0.5983811924059137,0.24437892805769268,True
909,0.4301894978707287,0.21118325321456954,0.21375475326175358,0.14487249565294824,0.8887432833632996,0.5964087784445093,0.24276670977963025,True
910,0.3945844975823022,0.21992752908980112,0.2440257068789755,0.14146226644892115,0.8884212805129281,0.6005804546851078,0.2496979474128406,True
911,0.35102090053054585,0.2946706157217369,0.20102159847325754,0.15328688527445977,0.8854077398124303,0.596317254158273,0.24486088863481525,True
912,0.37379226806842675,0.29725930764555836,0.19107658775477832,0.13787183653123652,0.8855460570004736,0.5964495125325872,0.2433304981841952,True
913,0.41044959639580014,0.24474449526128278,0.20597180095229753,0.13883410739061958,0.8875442146297571,0.59682560542324,0.243292216520978,True
914,0.3670716270812329,0.256896916732826,0.2448357376429536,0.13119571854298737,0.8871430478677251,0.6024739053319534,0.252329266916599,True
915,0.3414520209175391,0.28050341782236576,0.22298834708021747,0.15505621417987758,0.8859041900947691,0.5984680407767107,0.24856161880776378,True
916,0.3960752670879378,0.2673617572166068,0.19545197138382367,0.14111100431163176,0.8866486552859035,0.5959447376680619,0.24238256041984674,True
917,0.38706005607093996,0.2618167876671253,0.19189838022466774,0.15922477603726698,0.8866001359743287,0.5938793675730867,0.24084821430018086,True
918,0.3681596888092508,0.23506962963071693,0.2237150576628775,0.17305562389715484,0.8873938484020615,0.595906141366005,0.24555035742525527,True
919,0.39772345979952395,0.27528454727875606,0.19510449754832795,0.13188749537339203,0.8864787658739023,0.596866141598451,0.24301673147702937,True
920,0.4387428036161543,0.2174401575300062,0.19436074326322603,0.14945629559061344,0.8884559953591253,0.5938429340817842,0.23897063153528997,True
921,0.37828428171163136,0.2266959467650578,0.20330235081501127,0.1917174207082996,0.8874656904213359,0.5916811639501491,0.24031167849872423,True
922,0.4288460939187456,0.24407397803254394,0.16717659778045335,0.159903330268257,0.8873037936715236,0.5903737642136416,0.23461035262401078,True
923,0.35068704661624545,0.2663502255058928,0.23062967420887123,0.15233305366899055,0.8864825275971496,0.5992544220935059,0.24938506119359888,True
924,0.4178715385275899,0.23254417534418861,0.1839812160149945,0.1656030701132269,0.8876462942930897,0.5916432216144043,0.2372894019758607,True
925,0.438229875157436,0.2131671849596574,0.19561098603221772,0.15299195385068884,0.8885676091992714,0.5935932783544128,0.2388873366457056,True
926,0.3697589855012344,0.24144648692077725,0.2091416073813334,0.17965292019665483,0.8870667969424533,0.5937612806431424,0.24271712087818817,True
927,0.3686517354168535,0.2582900897504059,0.216713757895741,0.1563444169369996,0.8867506827485045,0.5970315394838235,0.24589590688897175,True
928,0.41547737302313775,0.23902911046188396,0.1980143746874734,0.14747914182750488,0.887646751343945,0.5950027477150962,0.24106921476561097,True
929,0.39701774913746446,0.2546375398106492,0.21337141344555308,0.1349732976063333,0.8872104097822703,0.5982939612679218,0.24552531102648334,True
930,0.40295169657140917,0.24007036061596676,0.21772274596438435,0.13925519684823984,0.8877052928399628,0.5980940332632794,0.24545815739434856,True
931,0.4090347551515413,0.2537997043074299,0.2148283246195894,0.12233721592143953,0.8874272607544433,0.5994901232555356,0.24610206691854083,True
932,0.3875911601327807,0.24647317238345015,0.21000653105479958,0.15592913642896963,0.8872210293246362,0.5959499895201148,0.24380200999070106,True
933,0.4030736613939852,0.25247189405355824,0.16972396192669917,0.17473048262575738,0.8867579947125258,0.589676154903413,0.23526418767714374,True
934,0.3595755817952285,0.2715468469736324,0.22290284489146722,0.1459747263396717,0.8863841493222292,0.5989760092505817,0.24824230468171962,True
935,0.371686939730866,0.2299685400223618,0.24007897799985997,0.15826554224691228,0.8877902506901709,0.5989757046241571,0.2490425078987963,True
936,0.34882080982529107,0.2834003647083944,0.18776436559661525,0.1800144598696992,0.8854645809966992,0.5922198615052995,0.24073895000756165,True
937,0.40740413581948237,0.24257728248689514,0.18388256161599675,0.16613602007762562,0.8872508651348449,0.5918450068261731,0.237852330247019,True
938,0.3901491677789609,0.2737497653901855,0.19617821448506162,0.13992285234579205,0.8864184927500445,0.5962946417389957,0.24294476835942844,True
939,0.3793879537743975,0.23884651516337016,0.24557022752656604,0.13619530353566628,0.887766058948066,0.6016873542765673,0.2512809156526242,True
940,0.4720691347600339,0.22975276092334404,0.16496090447888254,0.13321719983773958,0.8882527818481015,0.5919366289815009,0.23397571693307737,True
941,0.34683631704050083,0.29381949863380696,0.211678612239314,0.14766557208637826,0.8855113378746404,0.5980492730954999,0.2471799295503241,True
942,0.3865542942747815,0.23874642248305153,0.2134483479820022,0.16125093526016493,0.8874373046359567,0.5957298823164827,0.24392544523125265,True
943,0.3958323773349694,0.2600509027534723,0.2061661050865924,0.13795061482496582,0.8869655508581024,0.5973150054838792,0.2442663153937076,True
944,0.41651469717422945,0.20004593550793587,0.2123819622826988,0.1710574050351359,0.8887894967508141,0.5937988411596468,0.24114927658602653,True
945,0.33853268979516193,0.2878086124571213,0.2381107051892403,0.13554799255847652,0.8858921061309163,0.6020946117634006,0.25265309638582184,True
946,0.3806558968659168,0.2758885753961108,0.22315084197335883,0.12030468576461362,0.8865942175241495,0.6012327868034048,0.24920718279695317,True
947,0.3903353670178738,0.28022014267606615,0.18457881913865765,0.14486567116740254,0.8861088234987758,0.5946487017976245,0.2407805958140304,True
948,0.35840176026640985,0.23841909614323764,0.22694297902441407,0.17623616456593852,0.8872139093824937,0.59612100795922,0.2463429285719207,True
949,0.4109651909771927,0.2694053054335933,0.18735931030407224,0.13227019328514183,0.8867090973741831,0.5957456085074985,0.24103903182415473,True
950,0.37549853665868954,0.2569316223026347,0.2153965454350039,0.1521732956036719,0.8868661105432035,0.5971808328065853,0.24564625711867366,True
951,0.35517815070561526,0.23707408761533574,0.23437440301773718,0.1733733586613119,0.8872996191219638,0.5972223876140172,0.24788837311621292,True
952,0.4336312286760531,0.25832423195168175,0.18964223953549192,0.11840229983677318,0.8873389661201334,0.5968802673881364,0.24121012853525456,True
953,0.4298990347867116,0.2160327862763367,0.2037842823592578,0.15028389657769395,0.8884874949493399,0.5948798826883419,0.24083441605074532,True
954,0.387769323332499,0.2275829777088151,0.21448981203673895,0.17015788692194683,0.887736292111308,0.5948353926839831,0.2432514568119305,True
955,0.42978109073518495,0.2549555784129563,0.1970247246875666,0.11823860616429224,0.8874631695051456,0.597701342427522,0.242556074293022,True
956,0.43071725091242047,0.2516054501965648,0.17959439034250885,0.138082908548506,0.8873200934287478,0.5938691244765142,0.23820926058559294,True
957,0.4319206137771247,0.24132918552582977,0.18214251707084303,0.14460768362620252,0.8876181791226316,0.5933761842197618,0.2379635803642311,True
958,0.40110673077303793,0.2565535697829357,0.19029754106472385,0.15204215837930254,0.8869111288676849,0.5941421888361197,0.24038372045623219,True
959,0.4321711346410266,0.20516983314657058,0.22489083625093342,0.13776819596146944,0.8890676595063176,0.5981884502858121,0.24491641356352215,True
960,0.40408361643402774,0.24880200364314434,0.19978744514391936,0.14732693477890857,0.8872693457633279,0.595480993243438,0.24202514799000185,True
961,0.42838845772036777,0.22695773626829197,0.1977785889010008,0.1468752171103396,0.8881223664015955,0.5947139643857505,0.24031691997705662,True
962,0.39030906254603787,0.24907433111256438,0.2115390507804732,0.1490775555609246,0.8872197023015246,0.5967669704356855,0.24445171298250806,True
963,0.39475426672035924,0.24924597444037477,0.21715213743668862,0.13884762140257736,0.8873573876154224,0.5982941403755666,0.24589544256303136,True
964,0.4340058382342394,0.23577810824095627,0.20941574563787033,0.12080030788693406,0.8881524158096741,0.598498456378485,0.24393795995082965,True
965,0.4148100765236899,0.21288909081243942,0.22469837656754452,0.14760245609632608,0.8886247385504122,0.597553014274502,0.24508482130398862,True
966,0.4516291299504933,0.22243816126855787,0.19630216533924796,0.12963054344170102,0.8885526967072379,0.5958400778863041,0.2401792905013964,True
967,0.4243982779972868,0.249752747643231,0.19199376027566045,0.13385521408382176,0.8874398889936745,0.5956716034952751,0.2407971415061513,True
968,0.3615258245180189,0.22684800640611907,0.2567415238749029,0.1548846452009591,0.8879417262357863,0.6011921620060452,0.25242394787239675,True
969,0.3472877335373032,0.3201648211474197,0.1752095108328872,0.15733793448238995,0.8843922300477283,0.5935120273009552,0.24088253613285648,True
970,0.39849189465116414,0.26712367864473535,0.1989093127809191,0.13547511392318132,0.8867369485838528,0.596821747913088,0.24323439005228226,True
971,0.4367124901240333,0.18713514884686636,0.21927022184435366,0.1568821391847467,0.8894893699127038,0.5954695928853222,0.2421814051596957,True
972,0.45706434011521413,0.219913087736824,0.16716705064771054,0.15585552150025134,0.8882970330986372,0.5900857041233456,0.23327363185486394,True
973,0.38482453881742923,0.2412140291384907,0.22367410706325438,0.15028732498082567,0.8874918446083357,0.5979351092448807,0.24648815613748168,True
974,0.40545185024078023,0.26316652617381253,0.18714970583662865,0.14423191774877855,0.8867742129263418,0.5945743491927742,0.24031887500833943,True
975,0.34564039714973865,0.2832453237526321,0.2180963232987588,0.15301795579887037,0.8858338138721478,0.5981139347653163,0.24775480545375267,True
976,0.3636597358227966,0.25544271061335927,0.21541321465653426,0.16548433890730987,0.8867275536030603,0.5960477678069177,0.24522165162427995,True
977,0.39226830579565786,0.2714331840097789,0.19338426680804485,0.14291424338651837,0.8864671151267204,0.5956502822244611,0.24214692705036736,True
978,0.44638362383407104,0.23234679342551673,0.18662041848278277,0.13464916425762946,0.8881068769487389,0.5945084322498242,0.23861842772601638,True
979,0.3965896108561345,0.2504417933876103,0.2094553790279374,0.14351321672831777,0.8872511887552196,0.5970082424979049,0.24423971154723284,True
980,0.353230924466852,0.28537296100147647,0.18682165237440074,0.17457446215727088,0.885469558262006,0.5926046089959236,0.24079814788244552,True
981,0.3597123779593883,0.26074336081342253,0.20668459226917515,0.17285966895801402,0.8864239958379959,0.594519026489674,0.243525552131669,True
982,0.3453622105309711,0.29366881821780844,0.20437596430433308,0.1565930069468874,0.8853939453476863,0.596425346417886,0.24541770272103478,True
983,0.4268947957739387,0.2164120657850515,0.21233553548766498,0.1443576029533447,0.8885504307068829,0.5964136001284979,0.24279455306806336,True
984,0.3883649650325739,0.27447588270425516,0.20703097972554882,0.13012817253762207,0.8865223961292065,0.5984347626398628,0.24550500799838126,True
985,0.3760528572660311,0.24780103013652593,0.19871495790764612,0.1774311546897969,0.8868658071285824,0.5928447692427891,0.24097376989764918,True
986,0.3711375851169989,0.30693454533088477,0.18829088721890677,0.13363698233320961,0.8852377347705159,0.5967095532019551,0.24343237641627796,True
987,0.43357277935044164,0.2162898668332104,0.1828390311129888,0.1672983227033591,0.8882507043467814,0.5909477915098339,0.23604016561584415,True
988,0.44288454485288187,0.25523181735157774,0.15560227297658272,0.14628136481895787,0.8870864258016431,0.5903809984525212,0.2332038571568062,True
989,0.44071162639629213,0.27155954781587155,0.15525519973770566,0.1324736260501308,0.8866592849780023,0.5918960358332236,0.23445525229414324,True
990,0.3960410385273652,0.2276631251728066,0.2304542831585734,0.14584155314125474,0.8880732601084119,0.5987746088209941,0.24721147506371002,True
991,0.410685630841344,0.22881915908010605,0.21875012662364512,0.1417450834549048,0.8881022104982609,0.5977243596081051,0.24493965943445314,True
992,0.4018009895599047,0.22131090847229468,0.24399993464194347,0.13288816732585723,0.8884941506210241,0.601319376285641,0.2499935632538956,True
993,0.4379001445196807,0.23842704994379288,0.18026959145009647,0.14340321408642995,0.887750187861964,0.5931740775833572,0.23743030580663171,True
994,0.36476982746838404,0.23737025748977827,0.22132549333550916,0.17653442170632844,0.8872564182060457,0.595389163153176,0.245099362163593,True
995,0.3635571877598514,0.26572394315247694,0.2247911197223488,0.1459277493653229,0.8866077024591915,0.5990590377426066,0.24829142268582255,True
996,0.41600280688488606,0.22709228250709448,0.19467753606826801,0.16222737453975156,0.8878945491221496,0.5930768114715774,0.23928556438694384,True
997,0.4118172345122656,0.257886944107532,0.2051635656527493,0.12513225572745296,0.8872391202763432,0.5981942685213697,0.2442549957402912,True
998,0.38480748031246376,0.2685805473130113,0.20692491729594123,0.1396870550785837,0.8866095169255349,0.5974828604662191,0.24488820241471237,True
999,0.37308673120922303,0.27301650147209433,0.20830541674861777,0.14559135057006484,0.8863495701047664,0.5972774453585435,0.24529003143480327,True
1000,0.4207356385758809,0.22820462845394762,0.22088333573571264,0.13017639723445884,0.8882939426563287,0.5989202076228292,0.24564376755567277,True
1001,0.42602605449448017,0.22910657291281866,0.20939682530075882,0.13547054729194227,0.8881941408484323,0.5971159922519594,0.24316280694919232,True
1002,0.37653251120131187,0.2843948795357776,0.19716817923538452,0.14190443002752595,0.8859768415066278,0.5965246169704779,0.2437345973715086,True
1003,0.454592840846219,0.1981245981591637,0.19900856794525967,0.14827399304935765,0.8892145123903071,0.594007234305585,0.23882216760573347,True
1004,0.3848552234649109,0.2621407335615414,0.17850209340739304,0.17450194956615464,0.8863777859537171,0.5910064009624847,0.2376792873675793,True
1005,0.38053243856864427,0.2348019959384886,0.19824627154348828,0.18641929394937878,0.8872362414665534,0.5917135575218821,0.239872981703764,True
1006,0.4016266641655206,0.2645191838041401,0.1904365266046689,0.1434176254256705,0.8867302098345128,0.595074251132178,0.24110678965258478,True
1007,0.3854356233194671,0.2821946332690022,0.19511479883346683,0.13725494457806386,0.8861326781734971,0.596602554052203,0.24329325682335182,True
1008,0.42648643400032554,0.2570406544830714,0.17154109423376854,0.1449318172828345,0.8870183242591244,0.5924690051465589,0.23667567563226022,True
1009,0.3648720118192082,0.2806376595953428,0.187602890929485,0.1668874376559641,0.8857648789589204,0.5932110444662496,0.24087557237525065,True
1010,0.38598303782312177,0.27196841230316365,0.16872463906529997,0.17332391080841467,0.886026479536567,0.5901716987931721,0.23625164700082943,True
1011,0.42308117899596454,0.24089271881696642,0.1911528257966374,0.14487327639043165,0.8876209090804064,0.5944343294685263,0.23981315507664275,True
1012,0.3618366035773168,0.2596674680952682,0.22547501714757998,0.15302091117983518,0.8867364735526418,0.598401848454686,0.24789293929832487,True
1013,0.3882722361914835,0.233279467583597,0.21555510581059648,0.16289319041432296,0.8876219732593668,0.5957093169152903,0.24399830992328136,True
1014,0.35904380532703595,0.28902906192675704,0.18751356416670598,0.16441356857950093,0.8854771669294526,0.5936195666764584,0.24141942507280154,True
1015,0.44233472036949156,0.2519368168530607,0.16113700450991092,0.14459145826753686,0.8872323607523004,0.591105945463904,0.23420709934130768,True
1016,0.35234531473350655,0.2898904275849061,0.18968741548675325,0.1680768421948342,0.8853874563243368,0.5936031027720585,0.24183139973412549,True
1017,0.4503166032200438,0.2109352841156007,0.18513924561266343,0.1536088670516921,0.8886566469310087,0.5922168959317122,0.23655114014678277,True
1018,0.4248047926219053,0.2386373619589747,0.1781159021428591,0.158441943276261,0.8875229847798987,0.591679432492421,0.23660936465139296,True
1019,0.4235292120422003,0.25718938477233916,0.1723592106333333,0.14692219255212732,0.8869823307142102,0.5924078969102481,0.2368046775712736,True
1020,0.39349508291777274,0.23604621174430485,0.22662332509586286,0.14383538024205944,0.887783225656938,0.5986912295292524,0.24696124867329233,True
1021,0.3838128648945902,0.27606006397807653,0.1918410088482714,0.14828606227906188,0.8862109514861513,0.5951395505044214,0.24196290294909784,True
1022,0.3754615076359229,0.2465353649840795,0.19023943854731287,0.18776368883268474,0.8867721326030291,0.590934381210699,0.23886432707032132,True
1023,0.4586424270120047,0.22100429049576278,0.17945707108913625,0.14089621140309624,0.888461273246755,0.592834839230627,0.23628756836040635,True
1024,0.38890327781793543,0.2459462056606883,0.20163182575663127,0.16351869076474504,0.8871391002704586,0.5942968061780461,0.2418275470445084,True
1025,0.37615500581724876,0.27235512284857066,0.20976813105668307,0.14172174027749748,0.886430466127896,0.5977564719628146,0.24565492881086393,True
1026,0.44078155580817835,0.19855489739490956,0.2055777993924802,0.15508574740443185,0.8890900944889519,0.594252586093492,0.24004642043452715,True
1027,0.43443259388412137,0.23456924319820271,0.17298035140013773,0.15801781151753833,0.8876922559924306,0.5909879459336768,0.2353052061670671,True
1028,0.4218722389161201,0.23792989210779408,0.2107113207489111,0.1294865482271747,0.8879398503383794,0.5979948626652348,0.24411515462482408,True
1029,0.4001975925395886,0.2767514765574333,0.17911750347933364,0.14393342742364446,0.8862627852743895,0.5939750248564148,0.23945701791630955,True
1030,0.4193067265143671,0.24849441162589475,0.20510614727225834,0.12709271458747967,0.8875732461423276,0.5977845708144651,0.24363399719996037,True
1031,0.4588146229632433,0.20599592081916968,0.19283276272477448,0.14235669349281235,0.8890045244183599,0.5939490107788079,0.23815137208629558,True
1032,0.4016728368167825,0.2609301995378547,0.1960069829226443,0.14138998072271844,0.8868924389932917,0.595823805402792,0.242108611699854,True
1033,0.40398768723603556,0.26111491873569714,0.20880659133995358,0.12609080268831366,0.8870961347517692,0.5986393839317015,0.24518372265532162,True
1034,0.3740883455477254,0.266771334525005,0.20245491123432086,0.15668540869294864,0.8864341135674232,0.595494349165483,0.24341319376120768,True
1035,0.4064441965389372,0.2687442348898351,0.17287236667739747,0.15193920189383017,0.8864613554157307,0.5923533638917593,0.2374716281254631,True
1036,0.418793098241266,0.23855778118685186,0.171893021915606,0.17075609865627614,0.8873517334406018,0.5899090318174984,0.23499056929738785,True
1037,0.40439440335388976,0.2507319143986939,0.18682736394865845,0.15804631829875784,0.8870515805986247,0.5930776648326808,0.23915916649449387,True
1038,0.40451246848859995,0.2565490599496865,0.21410647496319932,0.12483199659851414,0.8872850934932504,0.5992677297171694,0.24605127248628392,True
1039,0.46483324438121754,0.206931515978746,0.19590619855444852,0.132329041085588,0.8891125917390602,0.5951715533931259,0.23910485697247075,True
1040,0.4020320969974145,0.22702177676903834,0.22779587174337462,0.1431502544901724,0.8881407016322336,0.5986579455432657,0.24668657804807823,True
1041,0.44307381922028644,0.2360060711050286,0.1695393864165186,0.1513807232581663,0.8877384036834959,0.5911550135193296,0.23484114229447417,True
1042,0.3860842055759522,0.2339831869498873,0.22542737114257427,0.15450523633158617,0.88770713360475,0.5976141980708072,0.24631650635646518,True
1043,0.44164746986072934,0.21147346618732302,0.2055931404703068,0.1412859234816408,0.8887941597845265,0.5957233163999514,0.24117042545603753,True
1044,0.3789570918066738,0.27077289161360585,0.19254202806103074,0.1577279885186897,0.8862753791832612,0.5943106489468134,0.2415538812718661,True
1045,0.4301531755768206,0.20982798705330885,0.212999281157928,0.14701955621194254,0.8887648834489972,0.5961055592851864,0.24247346886458593,True
1046,0.4473010110434956,0.26883923816383404,0.1612275970110439,0.12263215378162638,0.8869025889492324,0.593360447058918,0.23579202037942867,True
1047,0.3637498679352826,0.27387921363317597,0.18285572795017266,0.17951519048136877,0.8858454129377717,0.5914220145832518,0.23915956933360286,True
1048,0.39822347682101333,0.27653735640881094,0.17784887515504974,0.147390291615126,0.8862215790477773,0.5935310321630499,0.23909108683711336,True
1049,0.3653189484860373,0.3110427398584925,0.18762175879717144,0.13601655285829878,0.8850446976402244,0.5965379330452908,0.24347640667512976,True
1050,0.36798295610126236,0.29269321512858243,0.17571112776672324,0.16361270100343195,0.885360768104394,0.5923502607528132,0.23919230278545053,True
1051,0.43357929058639416,0.2714705638791436,0.17288826585190623,0.1220618796825561,0.8867960809862666,0.5948872347133312,0.2383991761522441,True
1052,0.40417650367079155,0.22720069666548529,0.2227578801814662,0.14586491948225702,0.8880995173247768,0.597828696588028,0.24557551770102076,True
1053,0.4170086415120794,0.2248913136960835,0.21856593264667107,0.13953411214516592,0.8882867634817974,0.5977833723848894,0.24472379719900747,True
1054,0.414183619362442,0.20013269661840968,0.2300435592199561,0.15564012479919218,0.8889932007651219,0.5972104715655986,0.2452372773873883,True
1055,0.4028992231618248,0.23246383855355907,0.21555221592217721,0.14908472236243894,0.8878568917113953,0.5968258588806993,0.24430132301579377,True
1056,0.36179654995705945,0.292819662452301,0.2122758865268977,0.13310790106374198,0.8857637290707359,0.5992955059316504,0.24761646548533667,True
1057,0.4112430060460373,0.2267788428929833,0.23936348144894362,0.12261466961203582,0.888439452389078,0.6017448218726449,0.24961240752006922,True
1058,0.4327757492519283,0.27451180651814794,0.1637104055550914,0.12900203867483243,0.886586749098238,0.5932819235460977,0.23648585476238046,True
1059,0.370168227514389,0.2783041204869859,0.19693707745660072,0.15459057454202435,0.8860255910936081,0.5952948620251716,0.24300028415025118,True
1060,0.4135523780351271,0.26265978941764495,0.183986460363518,0.1398013721837099,0.8868626447623853,0.5945433186486391,0.23974088201147115,True
