iteration,w_E,w_A,w_En,w_L,U_A,U_B,U_C,ranking_preserved
136,0.37917410120905615,0.27091692896515657,0.21180504079902582,0.13810392902676147,0.886537018686138,0.5982643422757051,0.24608712559343457,True
137,0.4361350399791735,0.24077339348072868,0.19543211405267177,0.12765945248742602,0.8878742236285566,0.5963679733377969,0.241139037672513,True
138,0.3723299560672673,0.3101897543222136,0.1745322578116175,0.14294803179890167,0.8849904093463146,0.5943595948043496,0.24051436523694555,True
139,0.37719194515011145,0.256124056869851,0.21281872439569274,0.15386527358434487,0.886875317905326,0.5967084732276603,0.24501651604590285,True
140,0.353401766282194,0.23778555703760682,0.24109250123824785,0.1677201754419514,0.887347775740209,0.5985201175011504,0.24947835496080956,True
141,0.4093709204441219,0.25789025639211155,0.2134746159233145,0.11926420724045218,0.8873159984324923,0.599684440704933,0.24614109099583062,True
142,0.3823449299027871,0.2564258849824923,0.18889838003605589,0.17233080507866466,0.8866187991209901,0.5922976443775777,0.2395664004839816,True
143,0.3773899165772205,0.2630467316174278,0.21677552101090555,0.14278783079444618,0.8867664986963208,0.5982782514515272,0.24653764169729753,True
144,0.42603564513299963,0.23676474175867135,0.2086778906045527,0.12852172250377633,0.8880013921458971,0.5977981759189205,0.24364561604346643,True
145,0.41419858671557735,0.26225082033331865,0.17445848132499864,0.14909211162610536,0.8867524062857939,0.5926133123900877,0.237489128164562,True
146,0.44693497882076477,0.2519015373784207,0.1667965740579356,0.13436690974287904,0.8873779097289144,0.5926329874104287,0.23564808700903878,True
147,0.3753435508874666,0.2167375606056175,0.2506848637123072,0.15723402479460885,0.8883046712741923,0.6000054123140268,0.25049701417578546,True
148,0.39857250827388624,0.28051620544957173,0.1733582226552711,0.1475530636212709,0.8860705294010076,0.5930759328019152,0.23838560770687248,True
149,0.39618372509896477,0.24126983928171625,0.21852170955534278,0.14402472606397623,0.8875877820483777,0.5978285823303374,0.24557481720104363,True
150,0.37114379448534285,0.258548468700194,0.2174671177384474,0.15284061907601573,0.8867914547393158,0.5974181319504726,0.246158025360778,True
151,0.4277057261636983,0.25096918764292464,0.2068950369069968,0.11443004928638026,0.8876621089095151,0.5991081967517119,0.24447793720132238,True
152,0.4184843144170243,0.233570716286998,0.19551101859527176,0.15243395070070603,0.8877875261635726,0.5941511119603433,0.24009501899380536,True
153,0.42398988093108747,0.26631096037290464,0.16334108071074133,0.14635807798526657,0.8866484042874988,0.5915964356859116,0.23547798468165548,True
154,0.45500664675346614,0.24265369086050506,0.17570557261000513,0.1266340897760236,0.8878390528374915,0.5941116682021135,0.23715606451258614,True
155,0.411425290704821,0.23050929274176818,0.2211334134356911,0.13693200311771972,0.8881050941612632,0.5984530066241246,0.24566088566210034,True
156,0.4468796861666726,0.22618249908421104,0.20961628740233584,0.11732152734678045,0.8885742159377219,0.5985629862397125,0.24349748289096612,True
157,0.37428576279963,0.25650234765344554,0.21418325113893646,0.15502863840798792,0.886842015741475,0.5967875826859068,0.245294421336559,True
158,0.3817955347773389,0.27795169905047856,0.19199685061486266,0.14825591555731998,0.8861381237754368,0.5952094856187211,0.24210881081878163,True
159,0.3915559746952585,0.24819417973047675,0.20297996868644852,0.15726987688781627,0.8871427511680834,0.5950327186196117,0.24240233967228528,True
160,0.43124294678494207,0.27557180496333644,0.1612745487973456,0.13191069945437597,0.8865057088715512,0.5927744597238326,0.23596589171401672,True
161,0.41267228947073553,0.2811582522951029,0.1577486476023708,0.14842081063179077,0.8860506493102968,0.591130440600823,0.23514072549550738,True
162,0.42958029988278573,0.20353607445056757,0.1926530264894012,0.17423059917724565,0.8886302779333296,0.5912376195964969,0.23715453795121472,True
163,0.4189416931142766,0.21930769221361274,0.22367555518725876,0.1380750594848519,0.8885182152439065,0.5983790402087429,0.2454961337942627,True
164,0.4400459494684558,0.22159100948306484,0.19974101722702378,0.1386220238214556,0.8884490855252514,0.5954938919729542,0.24061796359510976,True
165,0.3820330185384307,0.3029794253560898,0.18369171232960188,0.13129584377587766,0.8854302684421821,0.5962438930037108,0.24229588608397615,True
166,0.3565284416145842,0.25857863940802867,0.21369778854839755,0.17119513042898962,0.8865242043160866,0.5954499655119455,0.24490427998394348,True
167,0.39352848834201515,0.2579062372674582,0.183093960473839,0.1654713139166876,0.8866692226348315,0.5921979178896982,0.238616854593642,True
168,0.43567099467974246,0.24534280602256506,0.18859529112372514,0.13039090817396734,0.8876651793505344,0.5954322316242664,0.23991306330822393,True
169,0.45338508717948106,0.24269912831025878,0.1659675746184341,0.13794820989182613,0.8876816895288023,0.5920011662300324,0.2348358778501264,True
170,0.3847883122194184,0.2561766699268756,0.18778731694902887,0.17124770090467709,0.8866456438241583,0.5922459329735676,0.2393470809227776,True
171,0.41042894177148964,0.22816007464135307,0.18853284240468615,0.17287814118247125,0.8877033749330945,0.5914824099593234,0.23779381150113893,True
172,0.4189546034821637,0.24176004951037766,0.17389748230410923,0.16538786470334937,0.8873047937149938,0.5906763760392881,0.2357368099877897,True
173,0.3669178151901464,0.23858294227059768,0.2387788203682759,0.15572042217098003,0.8874963450687202,0.5992491808508176,0.2493484976097102,True
174,0.4186411463996537,0.24718878122972696,0.20253647696053753,0.1316335954100817,0.8875597258013161,0.5970656545093741,0.24290366000932764,True
175,0.38323758088406934,0.24819238068197017,0.18427244295996248,0.18429759547399804,0.8867659294542368,0.5905398810700366,0.237804789639575,True
176,0.3610390843320197,0.25314765893748925,0.22074088335609693,0.165072373374394,0.886816260292703,0.5966680118638036,0.2462085580922062,True
177,0.37592451632209656,0.23860192056898122,0.2308456674027932,0.15462789570612903,0.887520705868616,0.5983789094292177,0.24772019148715957,True
178,0.41137825561479396,0.26514231152956536,0.20371246029867549,0.11976697255696522,0.8870394415094285,0.5986469490116676,0.2445204901379391,True
179,0.40601246024788906,0.20817192399466142,0.21019665576326768,0.17561895999418176,0.888410787204266,0.5933669745187871,0.24106004051029817,True
180,0.40783314440205803,0.246804771812776,0.16521541683957294,0.180146666945593,0.8869023141413652,0.5885382925214533,0.23384690284681725,True
181,0.398576450820565,0.2417751493473462,0.21284548637903775,0.14680291345305108,0.8875337741297872,0.5969251844447199,0.24434823060902613,True
182,0.412412204011238,0.26415873448025984,0.1942334606375034,0.12919560087099885,0.8869493198701497,0.5966967565415536,0.24224125353026352,True
183,0.37413182188496213,0.26405297276068956,0.18254146829703102,0.17927373705731722,0.8862290233188537,0.5911515139098299,0.23851525779989344,True
184,0.38388929422707374,0.25026404749443176,0.20821719544503198,0.15762946283346244,0.8870515300564824,0.5956905229671146,0.24361045740490933,True
185,0.36370359801554997,0.23985320984000402,0.260083481708912,0.13635971043553413,0.8877082701076175,0.6034573595720341,0.2543685709590593,True
186,0.4083366468768343,0.2533111724418923,0.18991712103003727,0.14843505965123618,0.8870899829151945,0.5943100817625241,0.24020326581039242,True
187,0.42403444662763534,0.2707995608053281,0.17234987874607624,0.13281611382096045,0.8866642106327435,0.5939186352977442,0.23797250034395853,True
188,0.37564908570415934,0.2596336516659993,0.2247427549783459,0.13997450765149547,0.8869307842553719,0.5993873377817011,0.2480706759950472,True
189,0.38150622502095505,0.2997873035174815,0.1676599200762104,0.1510465513853532,0.8852808786270085,0.5925928224740816,0.23825302976593146,True
190,0.4610626169836869,0.22853419027494967,0.174063694954554,0.1363394977868094,0.8882435490807855,0.5927504938244488,0.23572520911338815,True
191,0.4840099176414167,0.2082392451166017,0.1814377693635061,0.12631306787847546,0.8891670911322959,0.5939485883093947,0.2363135445936603,True
192,0.36187409266480325,0.28077054745902547,0.19216803769896418,0.1651873221772072,0.8857796068802486,0.5939074340473579,0.24188053500036705,True
193,0.401987234451288,0.27638760306406596,0.15556364081424037,0.16606152167040564,0.8859776246960155,0.5892896851458113,0.2339504364524781,True
194,0.40744765695076,0.21028176290399492,0.21568832962234674,0.16658225052289832,0.8884561400144393,0.5948308894015959,0.24256332852520665,True
195,0.35884359098015106,0.29039152181342687,0.19535567260520326,0.1554092146012188,0.8855482558327306,0.5953462840452662,0.24336843136072311,True
196,0.44305056563599043,0.2190960537464506,0.20879701709551593,0.1290563635220431,0.8886761200867154,0.5973148182123456,0.24260529877160691,True
197,0.4347880955100015,0.2524745206389883,0.17212782519858505,0.1406095586524251,0.887257765919984,0.592778966549805,0.2366367219101,True
198,0.42052429094096366,0.23566448645479243,0.18415207610015286,0.15965914650409108,0.887613081853327,0.5922338314100086,0.23766239318316498,True
199,0.3511003555149823,0.23535495993596975,0.23694815509399011,0.17659652945505777,0.8873156506956308,0.5972243540176374,0.24824153372859975,True
200,0.4146538731157845,0.2192779655480728,0.21879178117243808,0.1472763801637046,0.8883893700480323,0.59702860095884,0.2442394426162452,True
201,0.3778089675305752,0.23809563123026717,0.23929045062389065,0.144804950615267,0.887675379388847,0.600198080555525,0.24970475760433838,True
202,0.40866182234298815,0.3047669725100349,0.16331587437373937,0.12325533077323753,0.8855027513025703,0.5944846279914375,0.238350658209472,True
203,0.4428670322909397,0.23902000149930291,0.15735243743100966,0.16076052877874764,0.8874976054771274,0.5889835398028656,0.23223535418918992,True
204,0.4345220820512687,0.23912534309175842,0.19775627049490896,0.12859630436206393,0.8879214693062164,0.5965299323604542,0.2415025943976582,True
205,0.3524222834536054,0.2787047848521958,0.19719948718035107,0.17167344451384772,0.8857581810455948,0.5939292789401286,0.2426432821550331,True
206,0.45509660995457174,0.20239303300066747,0.2082507797486889,0.13425957729607182,0.889245520544225,0.5963909795177124,0.24136439090491424,True
207,0.43907051423545446,0.21519572578495183,0.19943574459940858,0.14629801538018514,0.8885834858580183,0.5946601776963093,0.2399778062195648,True
208,0.37468402103749254,0.2616840572468161,0.2131117197264511,0.15052020198924018,0.8867094134825587,0.5971623767102747,0.24549394371872785,True
